LOCATION,CAREMODEL,COUNTRY,ALLDATA,LOCATION,INDICATOR,SUBJECT,TIME,X..per.1000,MEASURE,Value...capita,Value
,,,healthcarespend,IND,HEALTHEXP,TOT,2013,,USD_CAP,208.15,
,,,healthcarespend,IND,HEALTHEXP,TOT,2014,,USD_CAP,208.86,
,,,healthcarespend,IND,HEALTHEXP,TOT,2015,,USD_CAP,216.05,
,,,healthcarespend,IND,HEALTHEXP,TOT,2016,,USD_CAP,224.32,
,,,healthcarespend,IND,HEALTHEXP,TOT,2017,,USD_CAP,238.10,
,,,healthcarespend,IND,HEALTHEXP,TOT,2018,,USD_CAP,257.40,
,,,healthcarespend,IDN,HEALTHEXP,TOT,2011,,USD_CAP,273.33,
,,,healthcarespend,IDN,HEALTHEXP,TOT,2012,,USD_CAP,290.52,
,,,healthcarespend,IDN,HEALTHEXP,TOT,2013,,USD_CAP,303.80,
,,,healthcarespend,IDN,HEALTHEXP,TOT,2014,,USD_CAP,328.56,
,,,healthcarespend,IDN,HEALTHEXP,TOT,2015,,USD_CAP,314.33,
,,,healthcarespend,IDN,HEALTHEXP,TOT,2016,,USD_CAP,330.89,
,,,healthcarespend,IDN,HEALTHEXP,TOT,2017,,USD_CAP,316.24,
,,,healthcarespend,IDN,HEALTHEXP,TOT,2018,,USD_CAP,336.73,
,,,healthcarespend,LVA,HEALTHEXP,TOT,2011,,USD_CAP,1077.56,
,,,healthcarespend,LVA,HEALTHEXP,TOT,2012,,USD_CAP,1156.19,
,,,healthcarespend,LVA,HEALTHEXP,TOT,2013,,USD_CAP,1229.70,
,,,healthcarespend,LVA,HEALTHEXP,TOT,2014,,USD_CAP,1286.48,
,,,healthcarespend,LVA,HEALTHEXP,TOT,2015,,USD_CAP,1404.65,
,,,healthcarespend,LVA,HEALTHEXP,TOT,2016,,USD_CAP,1613.80,
,,,healthcarespend,LVA,HEALTHEXP,TOT,2017,,USD_CAP,1676.41,
,,,healthcarespend,LVA,HEALTHEXP,TOT,2018,,USD_CAP,1867.28,
,,,healthcarespend,LVA,HEALTHEXP,TOT,2019,,USD_CAP,2039.22,
,,,healthcarespend,LTU,HEALTHEXP,TOT,2011,,USD_CAP,1484.75,
,,,healthcarespend,LTU,HEALTHEXP,TOT,2012,,USD_CAP,1568.00,
,,,healthcarespend,LTU,HEALTHEXP,TOT,2013,,USD_CAP,1662.58,
,,,healthcarespend,LTU,HEALTHEXP,TOT,2014,,USD_CAP,1781.68,
,,,healthcarespend,LTU,HEALTHEXP,TOT,2015,,USD_CAP,1917.09,
,,,healthcarespend,LTU,HEALTHEXP,TOT,2016,,USD_CAP,2097.80,
,,,healthcarespend,LTU,HEALTHEXP,TOT,2017,,USD_CAP,2230.97,
,,,healthcarespend,LTU,HEALTHEXP,TOT,2018,,USD_CAP,2414.81,
,,,healthcarespend,LTU,HEALTHEXP,TOT,2019,,USD_CAP,2727.19,
,,,healthcarespend,LTU,HEALTHEXP,TOT,2020,,USD_CAP,2940.67,
,,,healthcarespend,RUS,HEALTHEXP,TOT,2011,,USD_CAP,1204.46,
,,,healthcarespend,RUS,HEALTHEXP,TOT,2012,,USD_CAP,1338.10,
,,,healthcarespend,RUS,HEALTHEXP,TOT,2013,,USD_CAP,1409.72,
,,,healthcarespend,RUS,HEALTHEXP,TOT,2014,,USD_CAP,1478.86,
,,,healthcarespend,RUS,HEALTHEXP,TOT,2015,,USD_CAP,1433.73,
,,,healthcarespend,RUS,HEALTHEXP,TOT,2016,,USD_CAP,1406.27,
,,,healthcarespend,RUS,HEALTHEXP,TOT,2017,,USD_CAP,1521.00,
,,,healthcarespend,RUS,HEALTHEXP,TOT,2018,,USD_CAP,1713.95,
,,,healthcarespend,RUS,HEALTHEXP,TOT,2019,,USD_CAP,1850.26,
,,,healthcarespend,ZAF,HEALTHEXP,TOT,2011,,USD_CAP,915.98,
,,,healthcarespend,ZAF,HEALTHEXP,TOT,2012,,USD_CAP,969.73,
,,,healthcarespend,ZAF,HEALTHEXP,TOT,2013,,USD_CAP,993.77,
,,,healthcarespend,ZAF,HEALTHEXP,TOT,2014,,USD_CAP,1024.53,
,,,healthcarespend,ZAF,HEALTHEXP,TOT,2015,,USD_CAP,1063.80,
,,,healthcarespend,ZAF,HEALTHEXP,TOT,2016,,USD_CAP,1056.59,
,,,healthcarespend,ZAF,HEALTHEXP,TOT,2017,,USD_CAP,1072.35,
,,,healthcarespend,ZAF,HEALTHEXP,TOT,2018,,USD_CAP,1103.53,
,,,healthcarespend,CRI,HEALTHEXP,TOT,2011,,USD_CAP,1176.16,
,,,healthcarespend,CRI,HEALTHEXP,TOT,2012,,USD_CAP,1218.36,
,,,healthcarespend,CRI,HEALTHEXP,TOT,2013,,USD_CAP,1238.10,
,,,healthcarespend,CRI,HEALTHEXP,TOT,2014,,USD_CAP,1312.45,
,,,healthcarespend,CRI,HEALTHEXP,TOT,2015,,USD_CAP,1382.59,
,,,healthcarespend,CRI,HEALTHEXP,TOT,2016,,USD_CAP,1413.27,
,,,healthcarespend,CRI,HEALTHEXP,TOT,2017,,USD_CAP,1445.44,
,,,healthcarespend,CRI,HEALTHEXP,TOT,2018,,USD_CAP,1548.05,
,,,healthcarespend,CRI,HEALTHEXP,TOT,2019,,USD_CAP,1599.82,
,,,healthcarespend,BGR,HEALTHEXP,TOT,2011,,USD_CAP,1137.57,
,,,healthcarespend,BGR,HEALTHEXP,TOT,2012,,USD_CAP,1256.27,
,,,healthcarespend,BGR,HEALTHEXP,TOT,2013,,USD_CAP,1239.46,
,,,healthcarespend,BGR,HEALTHEXP,TOT,2014,,USD_CAP,1408.18,
,,,healthcarespend,BGR,HEALTHEXP,TOT,2015,,USD_CAP,1436.62,
,,,healthcarespend,BGR,HEALTHEXP,TOT,2016,,USD_CAP,1598.35,
,,,healthcarespend,BGR,HEALTHEXP,TOT,2017,,USD_CAP,1692.69,
,,,healthcarespend,BGR,HEALTHEXP,TOT,2018,,USD_CAP,1784.06,
,,,healthcarespend,BGR,HEALTHEXP,TOT,2019,,USD_CAP,1842.05,
,,,healthcarespend,HRV,HEALTHEXP,TOT,2011,,USD_CAP,1504.66,
,,,healthcarespend,HRV,HEALTHEXP,TOT,2012,,USD_CAP,1548.45,
,,,healthcarespend,HRV,HEALTHEXP,TOT,2013,,USD_CAP,1377.13,
,,,healthcarespend,HRV,HEALTHEXP,TOT,2014,,USD_CAP,1442.06,
,,,healthcarespend,HRV,HEALTHEXP,TOT,2015,,USD_CAP,1522.75,
,,,healthcarespend,HRV,HEALTHEXP,TOT,2016,,USD_CAP,1675.37,
,,,healthcarespend,HRV,HEALTHEXP,TOT,2017,,USD_CAP,1762.65,
,,,healthcarespend,HRV,HEALTHEXP,TOT,2018,,USD_CAP,1900.97,
,,,healthcarespend,HRV,HEALTHEXP,TOT,2019,,USD_CAP,2014.21,
,,,healthcarespend,CYP,HEALTHEXP,TOT,2011,,USD_CAP,2022.71,
,,,healthcarespend,CYP,HEALTHEXP,TOT,2012,,USD_CAP,1990.16,
,,,healthcarespend,CYP,HEALTHEXP,TOT,2013,,USD_CAP,2017.03,
,,,healthcarespend,CYP,HEALTHEXP,TOT,2014,,USD_CAP,2028.17,
,,,healthcarespend,CYP,HEALTHEXP,TOT,2015,,USD_CAP,2065.98,
,,,healthcarespend,CYP,HEALTHEXP,TOT,2016,,USD_CAP,2267.34,
,,,healthcarespend,CYP,HEALTHEXP,TOT,2017,,USD_CAP,2384.06,
,,,healthcarespend,CYP,HEALTHEXP,TOT,2018,,USD_CAP,2606.43,
,,,healthcarespend,CYP,HEALTHEXP,TOT,2019,,USD_CAP,2722.23,
,,,healthcarespend,MLT,HEALTHEXP,TOT,2011,,USD_CAP,2327.49,
,,,healthcarespend,MLT,HEALTHEXP,TOT,2012,,USD_CAP,2551.61,
,,,healthcarespend,MLT,HEALTHEXP,TOT,2013,,USD_CAP,2803.20,
,,,healthcarespend,MLT,HEALTHEXP,TOT,2014,,USD_CAP,2980.42,
,,,healthcarespend,MLT,HEALTHEXP,TOT,2015,,USD_CAP,3215.50,
,,,healthcarespend,MLT,HEALTHEXP,TOT,2016,,USD_CAP,3451.51,
,,,healthcarespend,MLT,HEALTHEXP,TOT,2017,,USD_CAP,3691.34,
,,,healthcarespend,MLT,HEALTHEXP,TOT,2018,,USD_CAP,3820.42,
,,,healthcarespend,ROU,HEALTHEXP,TOT,2011,,USD_CAP,833.25,
,,,healthcarespend,ROU,HEALTHEXP,TOT,2012,,USD_CAP,889.51,
,,,healthcarespend,ROU,HEALTHEXP,TOT,2013,,USD_CAP,1035.05,
,,,healthcarespend,ROU,HEALTHEXP,TOT,2014,,USD_CAP,1047.80,
,,,healthcarespend,ROU,HEALTHEXP,TOT,2015,,USD_CAP,1087.33,
,,,healthcarespend,ROU,HEALTHEXP,TOT,2016,,USD_CAP,1250.96,
,,,healthcarespend,ROU,HEALTHEXP,TOT,2017,,USD_CAP,1413.86,
,,,healthcarespend,ROU,HEALTHEXP,TOT,2018,,USD_CAP,1664.30,
,,,healthcarespend,ROU,HEALTHEXP,TOT,2019,,USD_CAP,1895.02,
,,,NurseCount,AUS,NURSE,TOT,2011,10.19,,,
,,,NurseCount,AUS,NURSE,TOT,2012,10.22,,,
,,,NurseCount,AUS,NURSE,TOT,2013,11.12,,,
,,,NurseCount,AUS,NURSE,TOT,2014,11.28,,,
,,,NurseCount,AUS,NURSE,TOT,2015,11.39,,,
,,,NurseCount,AUS,NURSE,TOT,2016,11.57,,,
,,,NurseCount,AUS,NURSE,TOT,2017,11.68,,,
,,,NurseCount,AUS,NURSE,TOT,2018,11.92,,,
,,,NurseCount,AUS,NURSE,TOT,2019,12.22,,,
,,,NurseCount,AUT,NURSE,TOT,2011,6.62,,,
,,,NurseCount,AUT,NURSE,TOT,2012,6.65,,,
,,,NurseCount,AUT,NURSE,TOT,2013,6.69,,,
,,,NurseCount,AUT,NURSE,TOT,2014,6.79,,,
,,,NurseCount,AUT,NURSE,TOT,2015,6.80,,,
,,,NurseCount,AUT,NURSE,TOT,2016,6.77,,,
,,,NurseCount,AUT,NURSE,TOT,2017,6.85,,,
,,,NurseCount,AUT,NURSE,TOT,2018,6.87,,,
,,,NurseCount,AUT,NURSE,TOT,2019,10.37,,,
,,,NurseCount,CAN,NURSE,TOT,2011,9.29,,,
,,,NurseCount,CAN,NURSE,TOT,2012,9.40,,,
,,,NurseCount,CAN,NURSE,TOT,2013,9.54,,,
,,,NurseCount,CAN,NURSE,TOT,2014,9.81,,,
,,,NurseCount,CAN,NURSE,TOT,2015,9.91,,,
,,,NurseCount,CAN,NURSE,TOT,2016,9.96,,,
,,,NurseCount,CAN,NURSE,TOT,2017,10.00,,,
,,,NurseCount,CAN,NURSE,TOT,2018,9.95,,,
,,,NurseCount,CAN,NURSE,TOT,2019,9.98,,,
,,,NurseCount,CZE,NURSE,TOT,2011,8.03,,,
,,,NurseCount,CZE,NURSE,TOT,2012,8.06,,,
,,,NurseCount,CZE,NURSE,TOT,2013,7.99,,,
,,,NurseCount,CZE,NURSE,TOT,2014,7.93,,,
,,,NurseCount,CZE,NURSE,TOT,2015,8.01,,,
,,,NurseCount,CZE,NURSE,TOT,2016,7.93,,,
,,,NurseCount,CZE,NURSE,TOT,2017,8.50,,,
,,,NurseCount,CZE,NURSE,TOT,2018,8.52,,,
,,,NurseCount,CZE,NURSE,TOT,2019,8.56,,,
,,,NurseCount,DNK,NURSE,TOT,2011,9.87,,,
,,,NurseCount,DNK,NURSE,TOT,2012,9.96,,,
,,,NurseCount,DNK,NURSE,TOT,2013,9.95,,,
,,,NurseCount,DNK,NURSE,TOT,2014,9.93,,,
,,,NurseCount,DNK,NURSE,TOT,2015,9.92,,,
,,,NurseCount,DNK,NURSE,TOT,2016,9.95,,,
,,,NurseCount,DNK,NURSE,TOT,2017,10.03,,,
,,,NurseCount,DNK,NURSE,TOT,2018,10.10,,,
,,,NurseCount,FIN,NURSE,TOT,2011,14.08,,,
,,,NurseCount,FIN,NURSE,TOT,2012,14.20,,,
,,,NurseCount,FIN,NURSE,TOT,2013,14.18,,,
,,,NurseCount,FIN,NURSE,TOT,2014,14.26,,,
,,,NurseCount,FRA,NURSE,TOT,2011,8.71,,,
,,,NurseCount,FRA,NURSE,TOT,2012,9.10,,,
,,,NurseCount,FRA,NURSE,TOT,2013,9.38,,,
,,,NurseCount,FRA,NURSE,TOT,2014,9.62,,,
,,,NurseCount,FRA,NURSE,TOT,2015,9.93,,,
,,,NurseCount,FRA,NURSE,TOT,2016,10.21,,,
,,,NurseCount,FRA,NURSE,TOT,2017,10.48,,,
,,,NurseCount,FRA,NURSE,TOT,2018,10.77,,,
,,,NurseCount,FRA,NURSE,TOT,2019,11.07,,,
,,,NurseCount,DEU,NURSE,TOT,2011,11.87,,,
,,,NurseCount,DEU,NURSE,TOT,2012,11.96,,,
,,,NurseCount,DEU,NURSE,TOT,2013,12.34,,,
,,,NurseCount,DEU,NURSE,TOT,2014,12.55,,,
,,,NurseCount,DEU,NURSE,TOT,2015,12.65,,,
,,,NurseCount,DEU,NURSE,TOT,2016,12.82,,,
,,,NurseCount,DEU,NURSE,TOT,2017,13.13,,,
,,,NurseCount,DEU,NURSE,TOT,2018,13.81,,,
,,,NurseCount,DEU,NURSE,TOT,2019,13.95,,,
,,,NurseCount,GRC,NURSE,TOT,2011,3.47,,,
,,,NurseCount,GRC,NURSE,TOT,2012,3.34,,,
,,,NurseCount,GRC,NURSE,TOT,2013,3.29,,,
,,,NurseCount,GRC,NURSE,TOT,2014,3.23,,,
,,,NurseCount,GRC,NURSE,TOT,2015,3.21,,,
,,,NurseCount,GRC,NURSE,TOT,2016,3.25,,,
,,,NurseCount,GRC,NURSE,TOT,2017,3.31,,,
,,,NurseCount,GRC,NURSE,TOT,2018,3.37,,,
,,,NurseCount,GRC,NURSE,TOT,2019,3.38,,,
,,,NurseCount,HUN,NURSE,TOT,2011,6.21,,,
,,,NurseCount,HUN,NURSE,TOT,2012,6.32,,,
,,,NurseCount,HUN,NURSE,TOT,2013,6.43,,,
,,,NurseCount,HUN,NURSE,TOT,2014,6.41,,,
,,,NurseCount,HUN,NURSE,TOT,2015,6.47,,,
,,,NurseCount,HUN,NURSE,TOT,2016,6.44,,,
,,,NurseCount,HUN,NURSE,TOT,2017,6.51,,,
,,,NurseCount,HUN,NURSE,TOT,2018,6.62,,,
,,,NurseCount,HUN,NURSE,TOT,2019,6.62,,,
,,,NurseCount,ISL,NURSE,TOT,2011,14.82,,,
,,,NurseCount,ISL,NURSE,TOT,2012,15.16,,,
,,,NurseCount,ISL,NURSE,TOT,2013,15.45,,,
,,,NurseCount,ISL,NURSE,TOT,2014,15.33,,,
,,,NurseCount,ISL,NURSE,TOT,2015,15.45,,,
,,,NurseCount,ISL,NURSE,TOT,2016,14.22,,,
,,,NurseCount,ISL,NURSE,TOT,2017,14.50,,,
,,,NurseCount,ISL,NURSE,TOT,2018,14.67,,,
,,,NurseCount,ISL,NURSE,TOT,2019,15.36,,,
,,,NurseCount,ISL,NURSE,TOT,2020,15.73,,,
,,,NurseCount,IRL,NURSE,TOT,2011,12.94,,,
,,,NurseCount,IRL,NURSE,TOT,2012,12.99,,,
,,,NurseCount,IRL,NURSE,TOT,2013,12.55,,,
,,,NurseCount,IRL,NURSE,TOT,2014,12.18,,,
,,,NurseCount,IRL,NURSE,TOT,2015,12.35,,,
,,,NurseCount,IRL,NURSE,TOT,2016,11.56,,,
,,,NurseCount,IRL,NURSE,TOT,2017,12.16,,,
,,,NurseCount,IRL,NURSE,TOT,2018,12.88,,,
,,,NurseCount,JPN,NURSE,TOT,2012,10.54,,,
,,,NurseCount,JPN,NURSE,TOT,2014,10.96,,,
,,,NurseCount,JPN,NURSE,TOT,2016,11.34,,,
,,,NurseCount,JPN,NURSE,TOT,2018,11.76,,,
,,,NurseCount,KOR,NURSE,TOT,2011,4.71,,,
,,,NurseCount,KOR,NURSE,TOT,2012,4.83,,,
,,,NurseCount,KOR,NURSE,TOT,2013,5.20,,,
,,,NurseCount,KOR,NURSE,TOT,2014,5.57,,,
,,,NurseCount,KOR,NURSE,TOT,2015,5.94,,,
,,,NurseCount,KOR,NURSE,TOT,2016,6.83,,,
,,,NurseCount,KOR,NURSE,TOT,2017,6.95,,,
,,,NurseCount,KOR,NURSE,TOT,2018,7.24,,,
,,,NurseCount,KOR,NURSE,TOT,2019,7.94,,,
,,,NurseCount,LUX,NURSE,TOT,2011,11.27,,,
,,,NurseCount,LUX,NURSE,TOT,2012,11.92,,,
,,,NurseCount,LUX,NURSE,TOT,2013,11.93,,,
,,,NurseCount,LUX,NURSE,TOT,2014,11.97,,,
,,,NurseCount,LUX,NURSE,TOT,2015,11.91,,,
,,,NurseCount,LUX,NURSE,TOT,2016,11.72,,,
,,,NurseCount,LUX,NURSE,TOT,2017,11.72,,,
,,,NurseCount,MEX,NURSE,TOT,2011,2.52,,,
,,,NurseCount,MEX,NURSE,TOT,2012,2.56,,,
,,,NurseCount,MEX,NURSE,TOT,2013,2.62,,,
,,,NurseCount,MEX,NURSE,TOT,2014,2.69,,,
,,,NurseCount,MEX,NURSE,TOT,2015,2.77,,,
,,,NurseCount,MEX,NURSE,TOT,2016,2.87,,,
,,,NurseCount,MEX,NURSE,TOT,2017,2.87,,,
,,,NurseCount,MEX,NURSE,TOT,2018,2.87,,,
,,,NurseCount,MEX,NURSE,TOT,2019,2.85,,,
,,,NurseCount,NLD,NURSE,TOT,2011,11.91,,,
,,,NurseCount,NLD,NURSE,TOT,2012,12.13,,,
,,,NurseCount,NLD,NURSE,TOT,2013,12.23,,,
,,,NurseCount,NZL,NURSE,TOT,2011,10.12,,,
,,,NurseCount,NZL,NURSE,TOT,2012,10.02,,,
,,,NurseCount,NZL,NURSE,TOT,2013,10.07,,,
,,,NurseCount,NZL,NURSE,TOT,2014,10.09,,,
,,,NurseCount,NZL,NURSE,TOT,2015,10.22,,,
,,,NurseCount,NZL,NURSE,TOT,2016,10.24,,,
,,,NurseCount,NZL,NURSE,TOT,2017,10.13,,,
,,,NurseCount,NZL,NURSE,TOT,2018,10.21,,,
,,,NurseCount,NZL,NURSE,TOT,2019,10.24,,,
,,,NurseCount,NZL,NURSE,TOT,2020,10.59,,,
,,,NurseCount,NOR,NURSE,TOT,2011,16.40,,,
,,,NurseCount,NOR,NURSE,TOT,2012,16.53,,,
,,,NurseCount,NOR,NURSE,TOT,2013,16.67,,,
,,,NurseCount,NOR,NURSE,TOT,2014,16.89,,,
,,,NurseCount,NOR,NURSE,TOT,2015,17.31,,,
,,,NurseCount,NOR,NURSE,TOT,2016,17.48,,,
,,,NurseCount,NOR,NURSE,TOT,2017,17.66,,,
,,,NurseCount,NOR,NURSE,TOT,2018,17.71,,,
,,,NurseCount,NOR,NURSE,TOT,2019,17.88,,,
,,,NurseCount,NOR,NURSE,TOT,2020,18.05,,,
,,,NurseCount,POL,NURSE,TOT,2011,5.28,,,
,,,NurseCount,POL,NURSE,TOT,2013,5.27,,,
,,,NurseCount,POL,NURSE,TOT,2014,5.24,,,
,,,NurseCount,POL,NURSE,TOT,2015,5.20,,,
,,,NurseCount,POL,NURSE,TOT,2016,5.16,,,
,,,NurseCount,POL,NURSE,TOT,2017,5.10,,,
,,,NurseCount,PRT,NURSE,TOT,2011,5.88,,,
,,,NurseCount,PRT,NURSE,TOT,2012,5.99,,,
,,,NurseCount,PRT,NURSE,TOT,2013,6.05,,,
,,,NurseCount,PRT,NURSE,TOT,2014,6.13,,,
,,,NurseCount,PRT,NURSE,TOT,2015,6.29,,,
,,,NurseCount,PRT,NURSE,TOT,2016,6.47,,,
,,,NurseCount,PRT,NURSE,TOT,2017,6.68,,,
,,,NurseCount,PRT,NURSE,TOT,2018,6.88,,,
,,,NurseCount,PRT,NURSE,TOT,2019,7.08,,,
,,,NurseCount,SVK,NURSE,TOT,2011,5.94,,,
,,,NurseCount,SVK,NURSE,TOT,2012,5.82,,,
,,,NurseCount,SVK,NURSE,TOT,2013,5.75,,,
,,,NurseCount,SVK,NURSE,TOT,2014,5.75,,,
,,,NurseCount,SVK,NURSE,TOT,2015,5.70,,,
,,,NurseCount,SVK,NURSE,TOT,2016,5.74,,,
,,,NurseCount,SVK,NURSE,TOT,2017,5.65,,,
,,,NurseCount,SVK,NURSE,TOT,2018,5.70,,,
,,,NurseCount,SVK,NURSE,TOT,2019,5.74,,,
,,,NurseCount,ESP,NURSE,TOT,2011,5.22,,,
,,,NurseCount,ESP,NURSE,TOT,2012,5.24,,,
,,,NurseCount,ESP,NURSE,TOT,2013,5.14,,,
,,,NurseCount,ESP,NURSE,TOT,2014,5.15,,,
,,,NurseCount,ESP,NURSE,TOT,2015,5.29,,,
,,,NurseCount,ESP,NURSE,TOT,2016,5.51,,,
,,,NurseCount,ESP,NURSE,TOT,2017,5.74,,,
,,,NurseCount,ESP,NURSE,TOT,2018,5.87,,,
,,,NurseCount,ESP,NURSE,TOT,2019,5.89,,,
,,,NurseCount,CHE,NURSE,TOT,2011,15.17,,,
,,,NurseCount,CHE,NURSE,TOT,2012,15.57,,,
,,,NurseCount,CHE,NURSE,TOT,2013,15.91,,,
,,,NurseCount,CHE,NURSE,TOT,2014,16.16,,,
,,,NurseCount,CHE,NURSE,TOT,2015,16.58,,,
,,,NurseCount,CHE,NURSE,TOT,2016,17.02,,,
,,,NurseCount,CHE,NURSE,TOT,2017,17.23,,,
,,,NurseCount,CHE,NURSE,TOT,2018,17.59,,,
,,,NurseCount,CHE,NURSE,TOT,2019,17.96,,,
,,,NurseCount,TUR,NURSE,TOT,2011,1.68,,,
,,,NurseCount,TUR,NURSE,TOT,2012,1.79,,,
,,,NurseCount,TUR,NURSE,TOT,2013,1.83,,,
,,,NurseCount,TUR,NURSE,TOT,2014,1.85,,,
,,,NurseCount,TUR,NURSE,TOT,2015,1.95,,,
,,,NurseCount,TUR,NURSE,TOT,2016,1.93,,,
,,,NurseCount,TUR,NURSE,TOT,2017,2.07,,,
,,,NurseCount,TUR,NURSE,TOT,2018,2.34,,,
,,,NurseCount,TUR,NURSE,TOT,2019,2.40,,,
,,,NurseCount,GBR,NURSE,TOT,2011,8.20,,,
,,,NurseCount,GBR,NURSE,TOT,2012,7.94,,,
,,,NurseCount,GBR,NURSE,TOT,2013,7.94,,,
,,,NurseCount,GBR,NURSE,TOT,2014,7.94,,,
,,,NurseCount,GBR,NURSE,TOT,2015,7.91,,,
,,,NurseCount,GBR,NURSE,TOT,2016,7.87,,,
,,,NurseCount,GBR,NURSE,TOT,2017,7.83,,,
,,,NurseCount,GBR,NURSE,TOT,2018,8.05,,,
,,,NurseCount,GBR,NURSE,TOT,2019,8.20,,,
,,,NurseCount,GBR,NURSE,TOT,2020,8.45,,,
,,,NurseCount,USA,NURSE,TOT,2011,11.09,,,
,,,NurseCount,USA,NURSE,TOT,2012,11.15,,,
,,,NurseCount,USA,NURSE,TOT,2013,11.14,,,
,,,NurseCount,USA,NURSE,TOT,2014,11.18,,,
,,,NurseCount,USA,NURSE,TOT,2015,11.31,,,
,,,NurseCount,USA,NURSE,TOT,2016,11.63,,,
,,,NurseCount,USA,NURSE,TOT,2017,11.77,,,
,,,NurseCount,USA,NURSE,TOT,2018,11.89,,,
,,,NurseCount,USA,NURSE,TOT,2019,11.98,,,
,,,NurseCount,USA,NURSE,TOT,2020,11.79,,,
,,,NurseCount,BRA,NURSE,TOT,2013,7.60,,,
,,,NurseCount,BRA,NURSE,TOT,2014,8.83,,,
,,,NurseCount,BRA,NURSE,TOT,2015,9.15,,,
,,,NurseCount,BRA,NURSE,TOT,2016,9.40,,,
,,,NurseCount,BRA,NURSE,TOT,2017,9.76,,,
,,,NurseCount,BRA,NURSE,TOT,2018,10.17,,,
,,,NurseCount,BRA,NURSE,TOT,2019,7.43,,,
,,,NurseCount,CHN,NURSE,TOT,2011,1.63,,,
,,,NurseCount,CHN,NURSE,TOT,2012,1.80,,,
,,,NurseCount,CHN,NURSE,TOT,2013,2.00,,,
,,,NurseCount,CHN,NURSE,TOT,2014,2.15,,,
,,,NurseCount,CHN,NURSE,TOT,2015,2.30,,,
,,,NurseCount,CHN,NURSE,TOT,2016,2.48,,,
,,,NurseCount,CHN,NURSE,TOT,2017,2.68,,,
,,,NurseCount,CHN,NURSE,TOT,2018,2.87,,,
,,,NurseCount,CHN,NURSE,TOT,2019,3.10,,,
,,,NurseCount,EST,NURSE,TOT,2011,6.24,,,
,,,NurseCount,EST,NURSE,TOT,2012,6.17,,,
,,,NurseCount,EST,NURSE,TOT,2013,5.64,,,
,,,NurseCount,EST,NURSE,TOT,2014,5.74,,,
,,,NurseCount,EST,NURSE,TOT,2015,6.01,,,
,,,NurseCount,EST,NURSE,TOT,2016,6.10,,,
,,,NurseCount,EST,NURSE,TOT,2017,6.19,,,
,,,NurseCount,EST,NURSE,TOT,2018,6.29,,,
,,,NurseCount,EST,NURSE,TOT,2019,6.24,,,
,,,NurseCount,IND,NURSE,TOT,2011,0.99,,,
,,,NurseCount,IND,NURSE,TOT,2012,1.11,,,
,,,NurseCount,IND,NURSE,TOT,2013,1.22,,,
,,,NurseCount,IND,NURSE,TOT,2014,1.37,,,
,,,NurseCount,IND,NURSE,TOT,2015,1.45,,,
,,,NurseCount,IND,NURSE,TOT,2016,1.50,,,
,,,NurseCount,IND,NURSE,TOT,2017,1.53,,,
,,,NurseCount,IND,NURSE,TOT,2018,1.73,,,
,,,NurseCount,IND,NURSE,TOT,2019,2.39,,,
,,,NurseCount,IDN,NURSE,TOT,2015,0.88,,,
,,,NurseCount,IDN,NURSE,TOT,2017,1.32,,,
,,,NurseCount,IDN,NURSE,TOT,2019,2.16,,,
,,,NurseCount,ISR,NURSE,TOT,2011,4.80,,,
,,,NurseCount,ISR,NURSE,TOT,2012,4.82,,,
,,,NurseCount,ISR,NURSE,TOT,2013,4.86,,,
,,,NurseCount,ISR,NURSE,TOT,2014,4.86,,,
,,,NurseCount,ISR,NURSE,TOT,2015,4.88,,,
,,,NurseCount,ISR,NURSE,TOT,2016,4.99,,,
,,,NurseCount,ISR,NURSE,TOT,2017,5.08,,,
,,,NurseCount,ISR,NURSE,TOT,2018,5.03,,,
,,,NurseCount,ISR,NURSE,TOT,2019,5.01,,,
,,,NurseCount,RUS,NURSE,TOT,2011,8.76,,,
,,,NurseCount,RUS,NURSE,TOT,2012,8.51,,,
,,,NurseCount,RUS,NURSE,TOT,2013,8.79,,,
,,,NurseCount,RUS,NURSE,TOT,2014,8.95,,,
,,,NurseCount,RUS,NURSE,TOT,2015,8.52,,,
,,,NurseCount,RUS,NURSE,TOT,2016,8.47,,,
,,,NurseCount,RUS,NURSE,TOT,2017,8.47,,,
,,,NurseCount,RUS,NURSE,TOT,2018,8.46,,,
,,,NurseCount,RUS,NURSE,TOT,2019,8.48,,,
,,,NurseCount,SVN,NURSE,TOT,2011,8.33,,,
,,,NurseCount,SVN,NURSE,TOT,2012,8.16,,,
,,,NurseCount,SVN,NURSE,TOT,2013,8.32,,,
,,,NurseCount,SVN,NURSE,TOT,2014,8.56,,,
,,,NurseCount,SVN,NURSE,TOT,2015,8.78,,,
,,,NurseCount,SVN,NURSE,TOT,2016,9.65,,,
,,,NurseCount,SVN,NURSE,TOT,2017,9.92,,,
,,,NurseCount,SVN,NURSE,TOT,2018,10.14,,,
,,,NurseCount,SVN,NURSE,TOT,2019,10.28,,,
,,,NurseCount,ZAF,NURSE,TOT,2011,1.06,,,
,,,NurseCount,ZAF,NURSE,TOT,2012,1.11,,,
,,,NurseCount,ZAF,NURSE,TOT,2013,1.19,,,
,,,NurseCount,ZAF,NURSE,TOT,2014,1.23,,,
,,,NurseCount,ZAF,NURSE,TOT,2015,1.27,,,
